,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Total_Rooms
0,1.0286596948543163,-0.29692704543252646,0.021274333725586802,0.08806222101043147,-1.317598671530443,-0.4900814622408918,962,-0.028031033854528473
1,1.000807747934822,0.025901640112779064,-0.2555061065391821,-0.7223014581138114,0.4039994463821113,0.7755082896598449,863,-0.10322432558907832
2,-0.6846291550206649,-0.11230282500163197,1.5162434969126255,0.930840447299644,0.07240989033754702,-0.4902105256132387,4069,0.10979102533646203
3,-0.4914990731470158,1.2215720709133437,-1.3930771720863215,-0.5845396326626905,-0.1867342231085653,0.08084277074177589,4794,0.2601351834598164
4,-0.8070725342033126,-0.9448336820492774,0.8467418654486261,0.2015131360878258,-0.9883874146388992,-1.7025184852977868,4736,-0.8369090032572862
5,1.0878039192711144,-0.9974350799653162,-0.8782447479387354,0.04754403705421947,-0.9486561742780109,-0.46429564350448393,311,0.8331523026593167
6,-0.3645184163658909,0.04853334387830253,1.1533559562533393,-0.46298508079405365,2.485197403504746,0.7646465236331497,2147,2.8663172277975324
7,0.9206436153804123,1.0213855175885358,-0.3652201788487221,-1.2652451231270545,0.03555215219868613,0.9682272311510532,4344,-0.012984363384461135
8,-0.8121899963707653,-0.6204590753147133,-0.5912812659911152,-1.3624887646219634,-0.6827560584876022,-1.226918215086607,4806,0.40370086662565335
9,1.2482791939504807,-1.5670945981529354,1.173170783373766,1.7168932160501593,0.40167126282171,0.8867115313502865,4990,0.47122899006327534
10,1.1208076151317476,2.134741150678059,-1.933958358561304,0.09616585780167355,1.1144811599716635,1.3452190904416435,2857,-2.1553601547862966
11,-1.6880491208141981,-1.4936185435633091,0.4771005062585551,0.41220769266012874,-0.183333697228893,-1.609653715963111,4062,-0.08746859976215751
12,-2.772779084478593,1.709306826474022,0.26074272144830346,-0.7141978213225689,0.3080051305699923,-0.5360182295340543,969,0.08031009596485984
13,0.4298195118896198,0.950528177408381,-0.9889347402209651,-1.3867996749956906,-0.3866524259934039,0.16783300140732235,3695,0.38237401645559277
